country,name,iso_639_3,glottocode,wals
ZA,isizhoza,xho,xhos1239,xho
ZW,isizhoza,xho,xhos1239,xho
LS,ixhosa,xho,xhos1239,xho
ZA,ixhosa,xho,xhos1239,xho
ZW,ixhosa,xho,xhos1239,xho
LS,sexhauza,xho,xhos1239,xho
ZA,sexhauza,xho,xhos1239,xho
ZW,sexhauza,xho,xhos1239,xho
LS,sexhoaza,xho,xhos1239,xho
ZA,sexhoaza,xho,xhos1239,xho
ZW,sexhoaza,xho,xhos1239,xho
LS,sexhosa,xho,xhos1239,xho
ZA,sexhosa,xho,xhos1239,xho
ZW,sexhosa,xho,xhos1239,xho
LS,sexhouza,xho,xhos1239,xho
ZA,sexhouza,xho,xhos1239,xho
ZW,sexhouza,xho,xhos1239,xho
LS,sexhovza,xho,xhos1239,xho
ZA,sexhovza,xho,xhos1239,xho
ZW,sexhovza,xho,xhos1239,xho
LS,sixhosa,xho,xhos1239,xho
ZA,sixhosa,xho,xhos1239,xho
ZW,sixhosa,xho,xhos1239,xho
LS,sizhosa,xho,xhos1239,xho
ZA,sizhosa,xho,xhos1239,xho
ZW,sizhosa,xho,xhos1239,xho
LS,xhosa,xho,xhos1239,xho
ZA,xhosa,xho,xhos1239,xho
ZW,xhosa,xho,xhos1239,xho
MZ,xibarue,bwg,barw1243,sen
MZ,xichangana,tso,chan1318,tsn
MZ,xirhonga,rng,rong1268,rga
MZ,xiteu,twx,tewe1238,shn
MZ,xitsau,tsc,tswa1255,rga tsn
ZA,xitsonga,tso,tson1249,tsn
MZ,xitsua,tsc,tswa1255,rga tsn
MZ,xitswa,tsc,tswa1255,rga tsn
ZA,xtsonga,tso,tson1249,tsn
CM,yabassi,dua,dual1243,dua
CI,yacouba,dnj,dann1241,dbw
NG,yakhor,yaz,loka1252,agb
NG,yakur,yaz,loka1252,agb
NG,yakuri,yaz,loka1252,agb
NG,yakurr,yaz,loka1252,agb
NG,yala,yba,yala1263,ido
SL,yalunka,yal,yalu1240,sus
CM,yamba,yam,yamb1251,yba
CM,yambassa,yav,yang1293,gun
CM,yamben,mis,,
BF,yanan,mos,moss1236,moo
TG,yanga,mos,moss1236,moo
MW,yao,yao,yaoo1241,yao
MZ,yao,yao,yaoo1241,yao
ZW,yao,yao,yaoo1241,yao
CI,yaoure,yre,yaou1238,gro
ZM,yawa,mis,,
CM,yebekol,mis,,
BJ,yoa,pil,yomm1242,bmb grm kkb ncm
BJ,yom,pil,yomm1242,bmb grm kkb ncm
TG,yorouba,yor,yoru1245,yor
BJ,yoruba,yor,yoru1245,yor
NG,yoruba,yor,yoru1245,yor
TG,yoruba,yor,yoru1245,yor
NG,youm,mis,,
GH,zabagle,mis,,
GH,zabrama,mis,,
NG,zamji,mis,,
GH,zamrama,mis,,
NG,zar,say,saya1246,bad miy ngz paa
TZ,zaramo,zaj,zara1247,kmi
NE,zarma/songhaï,dje,zarm1239,zar
NE,zarrma/songhaï,dje,zarm1239,zar
NA,zembas,dhm,zemb1238,her
ML,zerma,dje,zarm1239,zar
BJ,zerma,mis,,
ZM,zezulu,zul,zulu1248,zul
BW,zezuru,sna,zezu1238,shn
ZW,zezuru,sna,zezu1238,shn
LS,zhoza,xho,xhos1239,xho
CI,zinninga,mis,,
CM,zoulgo,gnd,zulg1242,mda mof uld
GH,zugu,mis,,
BW,isizulu,zul,zulu1248,zul
SZ,isizulu,zul,zulu1248,zul
ZA,isizulu,zul,zulu1248,zul
BW,sezulu,zul,zulu1248,zul
SZ,sezulu,zul,zulu1248,zul
ZA,sezulu,zul,zulu1248,zul
BW,sizulu,zul,zulu1248,zul
SZ,sizulu,zul,zulu1248,zul
ZA,sizulu,zul,zulu1248,zul
BW,zulu,zul,zulu1248,zul
SZ,zulu,zul,zulu1248,zul
ZA,zulu,zul,zulu1248,zul
NG,zuro,dri,lila1245,duk
NG,zuru,dri,lila1245,duk
BF,"",und,,
BI,"",und,,
BJ,"",und,,
BW,"",und,,
CI,"",und,,
CM,"",und,,
CV,"",und,,
DZ,"",und,,
EG,"",und,,
GA,"",und,,
GH,"",und,,
GN,"",und,,
KE,"",und,,
LR,"",und,,
LS,"",und,,
MA,"",und,,
MG,"",und,,
ML,"",und,,
MU,"",und,,
MW,"",und,,
MZ,"",und,,
NA,"",und,,
NE,"",und,,
NG,"",und,,
SD,"",und,,
SL,"",und,,
SN,"",und,,
ST,"",und,,
SZ,"",und,,
TG,"",und,,
TN,"",und,,
TZ,"",und,,
UG,"",und,,
ZA,"",und,,
ZM,"",und,,
ZW,"",und,,
BF,-1,und,,
BI,-1,und,,
BJ,-1,und,,
BW,-1,und,,
CI,-1,und,,
CM,-1,und,,
CV,-1,und,,
DZ,-1,und,,
EG,-1,und,,
GA,-1,und,,
GH,-1,und,,
GN,-1,und,,
KE,-1,und,,
LR,-1,und,,
LS,-1,und,,
MA,-1,und,,
MG,-1,und,,
ML,-1,und,,
MU,-1,und,,
MW,-1,und,,
MZ,-1,und,,
NA,-1,und,,
NE,-1,und,,
NG,-1,und,,
SD,-1,und,,
SL,-1,und,,
SN,-1,und,,
ST,-1,und,,
SZ,-1,und,,
TG,-1,und,,
TN,-1,und,,
TZ,-1,und,,
UG,-1,und,,
ZA,-1,und,,
ZM,-1,und,,
ZW,-1,und,,
BF,don't know,und,,
BI,don't know,und,,
BJ,don't know,und,,
BW,don't know,und,,
CI,don't know,und,,
CM,don't know,und,,
CV,don't know,und,,
DZ,don't know,und,,
EG,don't know,und,,
GA,don't know,und,,
GH,don't know,und,,
GN,don't know,und,,
KE,don't know,und,,
LR,don't know,und,,
LS,don't know,und,,
MA,don't know,und,,
MG,don't know,und,,
ML,don't know,und,,
MU,don't know,und,,
MW,don't know,und,,
MZ,don't know,und,,
NA,don't know,und,,
NE,don't know,und,,
NG,don't know,und,,
SD,don't know,und,,
SL,don't know,und,,
SN,don't know,und,,
ST,don't know,und,,
SZ,don't know,und,,
TG,don't know,und,,
TN,don't know,und,,
TZ,don't know,und,,
UG,don't know,und,,
ZA,don't know,und,,
ZM,don't know,und,,
ZW,don't know,und,,
BF,missing,und,,
BI,missing,und,,
BJ,missing,und,,
BW,missing,und,,
CI,missing,und,,
CM,missing,und,,
CV,missing,und,,
DZ,missing,und,,
EG,missing,und,,
GA,missing,und,,
GH,missing,und,,
GN,missing,und,,
KE,missing,und,,
LR,missing,und,,
LS,missing,und,,
MA,missing,und,,
MG,missing,und,,
ML,missing,und,,
MU,missing,und,,
MW,missing,und,,
MZ,missing,und,,
NA,missing,und,,
NE,missing,und,,
NG,missing,und,,
SD,missing,und,,
SL,missing,und,,
SN,missing,und,,
ST,missing,und,,
SZ,missing,und,,
TG,missing,und,,
TN,missing,und,,
TZ,missing,und,,
UG,missing,und,,
ZA,missing,und,,
ZM,missing,und,,
ZW,missing,und,,
BF,missing data,und,,
BI,missing data,und,,
BJ,missing data,und,,
BW,missing data,und,,
CI,missing data,und,,
CM,missing data,und,,
CV,missing data,und,,
DZ,missing data,und,,
EG,missing data,und,,
GA,missing data,und,,
GH,missing data,und,,
GN,missing data,und,,
KE,missing data,und,,
LR,missing data,und,,
LS,missing data,und,,
MA,missing data,und,,
MG,missing data,und,,
ML,missing data,und,,
MU,missing data,und,,
MW,missing data,und,,
MZ,missing data,und,,
NA,missing data,und,,
NE,missing data,und,,
NG,missing data,und,,
SD,missing data,und,,
SL,missing data,und,,
SN,missing data,und,,
ST,missing data,und,,
SZ,missing data,und,,
TG,missing data,und,,
TN,missing data,und,,
TZ,missing data,und,,
UG,missing data,und,,
ZA,missing data,und,,
ZM,missing data,und,,
ZW,missing data,und,,
BF,other,und,,
BI,other,und,,
BJ,other,und,,
BW,other,und,,
CI,other,und,,
CM,other,und,,
CV,other,und,,
DZ,other,und,,
EG,other,und,,
GA,other,und,,
GH,other,und,,
GN,other,und,,
KE,other,und,,
LR,other,und,,
LS,other,und,,
MA,other,und,,
MG,other,und,,
ML,other,und,,
MU,other,und,,
MW,other,und,,
MZ,other,und,,
NA,other,und,,
NE,other,und,,
NG,other,und,,
SD,other,und,,
SL,other,und,,
SN,other,und,,
ST,other,und,,
SZ,other,und,,
TG,other,und,,
TN,other,und,,
TZ,other,und,,
UG,other,und,,
ZA,other,und,,
ZM,other,und,,
ZW,other,und,,
BF,others,und,,
BI,others,und,,
BJ,others,und,,
BW,others,und,,
CI,others,und,,
CM,others,und,,
CV,others,und,,
DZ,others,und,,
EG,others,und,,
GA,others,und,,
GH,others,und,,
GN,others,und,,
KE,others,und,,
LR,others,und,,
LS,others,und,,
MA,others,und,,
MG,others,und,,
ML,others,und,,
MU,others,und,,
MW,others,und,,
MZ,others,und,,
NA,others,und,,
NE,others,und,,
NG,others,und,,
SD,others,und,,
SL,others,und,,
SN,others,und,,
ST,others,und,,
SZ,others,und,,
TG,others,und,,
TN,others,und,,
TZ,others,und,,
UG,others,und,,
ZA,others,und,,
ZM,others,und,,
ZW,others,und,,
BF,refused to answer,und,,
BI,refused to answer,und,,
BJ,refused to answer,und,,
BW,refused to answer,und,,
CI,refused to answer,und,,
CM,refused to answer,und,,
CV,refused to answer,und,,
DZ,refused to answer,und,,
EG,refused to answer,und,,
GA,refused to answer,und,,
GH,refused to answer,und,,
GN,refused to answer,und,,
KE,refused to answer,und,,
LR,refused to answer,und,,
LS,refused to answer,und,,
MA,refused to answer,und,,
MG,refused to answer,und,,
ML,refused to answer,und,,
MU,refused to answer,und,,
MW,refused to answer,und,,
MZ,refused to answer,und,,
NA,refused to answer,und,,
NE,refused to answer,und,,
NG,refused to answer,und,,
SD,refused to answer,und,,
SL,refused to answer,und,,
SN,refused to answer,und,,
ST,refused to answer,und,,
SZ,refused to answer,und,,
TG,refused to answer,und,,
TN,refused to answer,und,,
TZ,refused to answer,und,,
UG,refused to answer,und,,
ZA,refused to answer,und,,
ZM,refused to answer,und,,
ZW,refused to answer,und,,
